difficulty_axis_veryhard_desc;Taking this decision gives a range of bonuses to all AI-controlled countries that are members of the Axis and overrides any general difficulty settings for this faction.;;;;;;;;;;;;;x;
difficulty_comintern_normal_title;Normal AI Difficulty (Comintern);;;;;;;;;;;;;x;
difficulty_comintern_normal_desc;Taking this decision removes all bonuses from AI-controlled countries that are members of the Comintern and overrides any general difficulty settings for this faction.;;;;;;;;;;;;;x;
difficulty_comintern_hard_title;Hard AI Difficulty (Comintern);;;;;;;;;;;;;x;
difficulty_comintern_hard_desc;Taking this decision gives a range of bonuses to all AI-controlled countries that are members of the Comintern and overrides any general difficulty settings for this faction.;;;;;;;;;;;;;x;
difficulty_comintern_veryhard_title;Very Hard AI Difficulty (Comintern);;;;;;;;;;;;;x;
difficulty_comintern_veryhard_desc;Taking this decision gives a range of bonuses to all AI-controlled countries that are members of the Comintern and overrides any general difficulty settings for this faction.;;;;;;;;;;;;;x;
end_anschluss_war_title;Armistice with Germany;;;;;;;;;;;;;x;
end_anschluss_war_desc;The war with Germany is getting out of hand.  Surrendering the Trentino-Alto Adige region (or Südtirol) may be the only way we can make peace with Hitler and save Italy.  We must seek an armistice before it's too late!;;;;;;;;;;;;;x;
fix_international_status_great_title;Fix International Status;;;;;;;;;;;;;x;
fix_international_status_great_desc;In some circumstances the game can reset the international status law.  This decision restores it to its correct level.;;;;;;;;;;;;;x;
fix_international_status_major_title;Fix International Status;;;;;;;;;;;;;x;
fix_international_status_major_desc;In some circumstances the game can reset the international status law.  This decision restores it to its correct level.;;;;;;;;;;;;;x;
fix_international_status_intermediate_title;Fix International Status;;;;;;;;;;;;;x;
fix_international_status_intermediate_desc;In some circumstances the game can reset the international status law.  This decision restores it to its correct level.;;;;;;;;;;;;;x;
fix_international_status_regional_title;Fix International Status;;;;;;;;;;;;;x;
fix_international_status_regional_desc;In some circumstances the game can reset the international status law.  This decision restores it to its correct level.;;;;;;;;;;;;;x;
fix_international_status_industrial_title;Fix International Status;;;;;;;;;;;;;x;
fix_international_status_industrial_desc;In some circumstances the game can reset the international status law.  This decision restores it to its correct level.;;;;;;;;;;;;;x;
fix_soviet_laws_title;Fix Soviet Starting Laws;;;;;;;;;;;;;x;
fix_soviet_laws_desc;When the Soviet Union ends early wars/skirmishes the game engine can reset the starting laws because of the effects of the internal political struggle.  This decision restores the original laws.;;;;;;;;;;;;;x;
can_build_gurkhas_title;Enable Gurkha Recruitment;;;;;;;;;;;;;x;
can_build_gurkhas_desc;Gurkhas were Nepalese troops who fought for the British Empire.  These men were highly skilled at fighting in the mountains and hills of their native Nepal as well as the jungles of Burma, and were renowned for their bravery and skill with the forward-curving Kukri knife.  The Gurkhas have served in the British Army since the Gurkha War from 1814-1816, and over 200,000 of them fought in World War I, suffering 20,000 casualties.  Historically, during WW2 the Gurkhas fought the Italians in Africa and Italy, Axis forces in Greece, and the Imperial Japanese Army in Burma and northeast India.;;;;;;;;;;;;;x;
can_build_goumiers_title;Enable Goumier Recruitment;;;;;;;;;;;;;x;
can_build_goumiers_desc;Goumiers were Moroccan troops who fought for the French Third Republic.  These men were highly skilled at night fighting in the desert hills and mountains of their homeland, and saw extensive service in the fight against the Kingdom of Italy.  In Spain, these men were known as the Mehal-La Jalifiana.;;;;;;;;;;;;;x;
hainan_concession_title;Annex Hainan Island;;;;;;;;;;;;;x;
hainan_concession_desc;Now that the 2nd Sino-Japanese War has calmed down, we should purchase the island of Hainan from Wang Jingwei's government.  Doing so would provide us a strategically located naval station and further the growth of the Greater East Asia Co-Prosperity Sphere.\n\nHistorically, the island was never purchased, but Japan's intent was to buy it once Chiang Kai-shek's regime surrendered.  Hainan Island was planned to be part of the Government-General of Formosa, which was to also include Hong Kong, Macau (to be purchased from Portugal), the Philippines, and the Paracel Islands.  This administrative area was to become a Japanese colony.;;;;;;;;;;;;;x;
break_dikes_title;Break the Huang He Dikes;;;;;;;;;;;;;x;
break_dikes_desc;In 1938, as Japan neared the Chinese city of Zhengzhou, Chiang Kai-shek ordered the destruction of the dikes surrounding the Yellow River near the city.  His plan was to divert the river south and create a massive floodzone that would trap Japanese troops and prevent them from advancing on the temporary capital of Wuhan.\n\nThe damage was catastrophic, with an estimated 400,000 to 500,000 Chinese killed in the resulting flood and over 3 million people displaced.  The Yellow River's course was diverted hundreds of kilometers to the south, and the resulting ecological damage caused thousands of square kilometers of farmland to be rendered worthless.  The dikes were repaired in 1946, 8 years after they were destroyed.;;;;;;;;;;;;;x;
uk_surrender_pt1_desc;We have defeated the United Kingdom.  Now, we must decide how to partition the empire amongst ourselves and our allies.  The eyes of the world are upon us, and if we're too greedy the USA and USSR may attack before we become too strong.\n\nGermany has several options available to it when it comes to the island of Great Britain.  The first option is to annex the island outright.  The second option is to detach Scotland as a Fascist puppet state and keep England and Whales.  The third option is to release Scotland and England & Whales.  The fourth and final option is to release a United Kingdom puppet on the main island.  In all cases where puppets are created, the ports of Dover, Lerwick, and Scapa Flow will remain in German hands.;;;;;;;;;;;;;x;
uk_surrender_pt2_desc;We have defeated the United Kingdom.  Now, we must decide how to partition the empire amongst ourselves and our allies.  The eyes of the world are upon us, and if we're too greedy the USA and USSR may attack before we become too strong.\n\nGermany has several options available to it when it comes to Northern Ireland.  The first option is to annex the area outright.  The second option is to hand over Northern Ireland to Ireland, in exchange for Ireland becoming a puppet state of Germany.;;;;;;;;;;;;;x;
UK_armistice_title;Break up the British Empire;;;;;;;;;;;;;x;
UK_armistice_desc;German troops are marching through London, and the end of the British Empire is near.  Germany has no hope of being able to police such a vast empire, but if we look for collaborators we can regain our former colonies and perhaps some extra land in exchange for England remaining independent.;;;;;;;;;;;;;x;
spain_add_UK_land_cb_title;Break up the British Empire;;;;;;;;;;;;;x;
spain_add_UK_land_cb_desc;Axis troops are marching through London, and the end of the British Empire is near.  Now is the time to stake our claim on British territory!;;;;;;;;;;;;;x;
italy_add_uk_land_cb_title;Break up the British Empire;;;;;;;;;;;;;x;
italy_add_uk_land_cb_desc;Axis troops are marching through London, and the end of the British Empire is near.  Now is the time to stake our claim on British territory in Africa!;;;;;;;;;;;;;x;
japan_add_uk_land_cb_title;Break up the British Empire;;;;;;;;;;;;;x;
japan_add_uk_land_cb_desc;Axis troops are marching through London, and the end of the British Empire is near.  Now is the time to stake our claim on British territory in Asia!;;;;;;;;;;;;;x;
berlin_rome_axis_title;Rome-Berlin Axis;;;;;;;;;;;;;x;
berlin_rome_axis_desc;The Rome-Berlin Axis was proposed in 1936. The agreement formulated by Italy’s foreign minister would informally link the two fascist countries and could pave the way to a more permanent alliance between the two European Powers.;;;;;;;;;;;;;x;
rebels_put_down_title;The revolts are put down;;;;;;;;;;;;;x;
rebels_put_down_desc;With the revolts quenched, we should approach the German government again to be reinstated as an Axis-member!;;;;;;;;;;;;;x;
store_fuel_title;Japan stores some fuel;;;;;;;;;;;;;x;
store_fuel_desc;This decision is used to help the Japanese AI manage their fuel better while only at war with non-naval countries like China.;;;;;;;;;;;;;x;
restore_fuel_title;Japan restores some fuel;;;;;;;;;;;;;x;
restore_fuel_desc;This decision is used to help the Japanese AI manage their fuel better while only at war with non-naval countries like China.;;;;;;;;;;;;;x;
independence_of_burma_title;Independence of Burma;;;;;;;;;;;;;x;
independence_of_burma_desc;Throughout the colonial era, many Indians arrived as soldiers, civil servants, construction workers and traders and, along with the Anglo-Burmese community, dominated commercial and civil life in Burma. Rangoon became the capital of British Burma and an important port between Calcutta and Singapore. Burmese resentment was strong and was vented in violent riots that paralysed Yangon on occasion all the way until the 1930s. On 1 April 1937, Burma became a separately administered colony of Great Britain.;;;;;;;;;;;;;x;
investment_title;Negotiate with investors;;;;;;;;;;;;;x;
investment_desc;If we have the financial background, investors will approach us with different plans every now and then. But we don't need to wait for them to come!;;;;;;;;;;;;;x;
give_in_to_rebellion_title;Giving in to their demands;;;;;;;;;;;;;x;
give_in_to_rebellion_desc;With over half of our country in rebel hands it's time we considered giving in to their demands...;;;;;;;;;;;;;x;
war_with_peru_title;War with Peru;;;;;;;;;;;;;x;
war_with_peru_desc;The dispute between Ecuador and Peru dates from 1840. It's time we put an end to the dispute, one way or the other!;;;;;;;;;;;;;x;
war_with_equador_title;War with Equador;;;;;;;;;;;;;x;
war_with_equador_desc;The dispute between Ecuador and Peru dates from 1840. It's time we put an end to the dispute, one way or the other!;;;;;;;;;;;;;x;
vichy_armistice_title;Separate peace with France;;;;;;;;;;;;;x;
vichy_armistice_desc;France is about to fall, there's no doubt about that. The only question is whether we allow them to continue the fight from their overseas colonies or offer them a separate peace. We dictate the terms this time around!;;;;;;;;;;;;;x;
restructuring_the_army_title;Restructuring the Army;;;;;;;;;;;;;x;
restructuring_the_army_desc;This decision can be used to switch between a Standing Army and a Drafted Army, as long as you didn't start to go down one path, ie. you didn't call in your reserves or started advertising the soldier profession yet. Once you made this decision, the first law of the other path will become available to you.;;;;;;;;;;;;;x;
volksturm_drafted_title;People taking up arms;;;;;;;;;;;;;x;
volksturm_drafted_desc;People are taking up arms in our sieged cities to defend their homes.;;;;;;;;;;;;;x;
volksturm_standing_title;Organised defenses;;;;;;;;;;;;;x;
volksturm_standing_desc;The reservists in our sieged cities could be mobilized to help with the defense!;;;;;;;;;;;;;x;
attack_guangxi_title;The war escalates;;;;;;;;;;;;;x;
attack_guangxi_desc;The war is spreading to the territories controlled by the Guangxi Clique.;;;;;;;;;;;;;x;
attack_xibei_san_ma_title;The war escalates;;;;;;;;;;;;;x;
attack_xibei_san_ma_desc;The war is spreading to the territories controlled by Xibei San Ma.;;;;;;;;;;;;;x;
attack_sinkiang_title;The war escalates;;;;;;;;;;;;;x;
attack_sinkiang_desc;The war is spreading to the territories controlled by Xinjang.;;;;;;;;;;;;;x;
attack_shanxi_title;The war escalates;;;;;;;;;;;;;x;
attack_shanxi_desc;The war is spreading to the territories controlled by Shanxi.;;;;;;;;;;;;;x;
attack_yunnan_title;The war escalates;;;;;;;;;;;;;x;
attack_yunnan_desc;The war is spreading to the territories controlled by the Yunnan Clique.;;;;;;;;;;;;;x;
attack_tibet_title;The war escalates;;;;;;;;;;;;;x;
attack_tibet_desc;The war is spreading to the territories controlled by the Tibet.;;;;;;;;;;;;;x;
end_wars_title;End war with HPP;;;;;;;;;;;;;x;
end_wars_desc;You can't have war with HPP. That is only a maintenance entity, so this madness will stop now. Don't do it again!;;;;;;;;;;;;;x;
vichy_in_axis_title;The French State sides with Germany;;;;;;;;;;;;;x;
vichy_in_axis_desc;The French State joined forces with Germany. There's no other option for the United Kingdom now but to go to war with this new France.;;;;;;;;;;;;;x;
introduction_title;Introduction;;;;;;;;;;;;;x;
introduction_desc;By using this decision you can activate a series of events that will introduce you to this mod and the country you are playing.;;;;;;;;;;;;;x;
belgium_joins_the_allies_title;Germany is getting too threatening;;;;;;;;;;;;;x;
belgium_joins_the_allies_desc;With the German invasion of the Netherlands, we will be next. We should seek the protection of the Allies before it is too late!;;;;;;;;;;;;;x;
end_of_changkufeng_incident_sov_victory_title;Soviet-Japanese Border Skirmishes;;;;;;;;;;;;;x;
end_of_changkufeng_incident_sov_victory_desc;There were multiple skirmishes between the Soviet Union and Japan in the late '30s. If the participants didn't have pressing matters at their hands at the time, they could have escalated into all-out war.;;;;;;;;;;;;;x;
end_of_changkufeng_incident_jap_victory_title;Soviet-Japanese Border Skirmishes;;;;;;;;;;;;;x;
end_of_changkufeng_incident_jap_victory_desc;There were multiple skirmishes between the Soviet Union and Japan in the late '30s. If the participants didn't have pressing matters at their hands at the time, they could have escalated into all-out war.;;;;;;;;;;;;;x;
end_of_khalkin_gol_incident_sov_victory_title;Soviet-Japanese Border Skirmishes;;;;;;;;;;;;;x;
end_of_khalkin_gol_incident_sov_victory_desc;There were multiple skirmishes between the Soviet Union and Japan in the late '30s. If the participants didn't have pressing matters at their hands at the time, they could have escalated into all-out war.;;;;;;;;;;;;;x;
end_of_khalkin_gol_incident_jap_victory_title;Soviet-Japanese Border Skirmishes;;;;;;;;;;;;;x;
end_of_khalkin_gol_incident_jap_victory_desc;There were multiple skirmishes between the Soviet Union and Japan in the late '30s. If the participants didn't have pressing matters at their hands at the time, they could have escalated into all-out war.;;;;;;;;;;;;;x;
went_too_far_title;They went too far!;;;;;;;;;;;;;x;
went_too_far_desc;Foreign threats to our people have increased too high, we can't stay idle any longer. It won't be a popular decision, but someone has to make it: we will abolish our isolationist and take the fight to our enemies before it is too late!;;;;;;;;;;;;;x;
mobilize_soldiers_title;Advertise the Soldier profession;;;;;;;;;;;;;x;
mobilize_soldiers_desc;Our efforts to popularize the soldier profession have finally started to bear fruit. We will have new recruits in our offices soon!;;;;;;;;;;;;;x;
extend_draft_title;Extending draft;;;;;;;;;;;;;x;
extend_draft_desc;Our bureaucracy has finally finished gathering the people that are now eligible for being drafted with our new laws. This should give us a nice influx of conscripts in the near future!;;;;;;;;;;;;;x;
emergency_draft_standing_title;Emergency Draft declared;;;;;;;;;;;;;x;
emergency_draft_standing_desc;The Government declared Emergency Draft last month, and by now, the administrative tasks are done to actually start applying this law. We can expect a big influx of recruits in our offices during the next few months.;;;;;;;;;;;;;x;
emergency_draft_drafted_title;Emergency Draft declared;;;;;;;;;;;;;x;
emergency_draft_drafted_desc;The Government declared Emergency Draft last month, and by now, the administrative tasks are done to actually start applying this law. We can expect a huge influx of recruits in our offices during the next few months.;;;;;;;;;;;;;x;
hold_early_elections_soc_dem_title;Hold early elections;;;;;;;;;;;;;x;
hold_early_elections_soc_dem_desc;We have the power to hold elections earlier than we usually do. For example, if the current government loses support of the parliament, or the Head of State dissolves it. This might give us the opportunity to get another party into power!;;;;;;;;;;;;;x;
end_soc_dem_election_title;End of the Elections Campaign;;;;;;;;;;;;;x;
end_soc_dem_election_desc;With the new government settled in, Election-times are over.;;;;;;;;;;;;;x;
hold_early_elections_soc_cons_title;Hold early elections;;;;;;;;;;;;;x;
hold_early_elections_soc_cons_desc;We have the power to hold elections earlier than we usually do. For example, if the current government loses support of the parliament, or the Head of State dissolves it. This might give us the opportunity to get another party into power!;;;;;;;;;;;;;x;
end_soc_cons_election_title;End of the Elections Campaign;;;;;;;;;;;;;x;
end_soc_cons_election_desc;With the new government settled in, Election-times are over.;;;;;;;;;;;;;x;
hold_early_elections_cons_mon_title;Hold early elections;;;;;;;;;;;;;x;
hold_early_elections_cons_mon_desc;We have the power to hold elections earlier than we usually do. For example, if the current government loses support of the parliament, or the Head of State dissolves it. This might give us the opportunity to get another party into power!;;;;;;;;;;;;;x;
end_cons_mon_election_title;End of the Elections Campaign;;;;;;;;;;;;;x;
end_cons_mon_election_desc;With the new government settled in, Election-times are over.;;;;;;;;;;;;;x;
end_finnish_winter_war_title;End the Winter War;;;;;;;;;;;;;x;
end_finnish_winter_war_desc;This war with the Soviet Union is getting out of hand We should sue for peace!;;;;;;;;;;;;;x;
bitter_peace_title;The Bitter Peace;;;;;;;;;;;;;x;
bitter_peace_desc;The war Great Patriotic War is lost. We should sue for peace while we still can!;;;;;;;;;;;;;x;
french_partition_title;French partition of Germany;;;;;;;;;;;;;x;
french_partition_desc;We have defeated the German warmachine, now we shall decide their fate.;;;;;;;;;;;;;x;
turn_into_r_w_republic_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_r_w_republic_desc;Recent changes in our laws and policies allow us to get more and more control over the State. It is time to adjust the Constitution to makes things a bit smoother...;;;;;;;;;;;;;x;
turn_into_national_socialism_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_national_socialism_desc;Recent changes in our laws and policies allow us to get more and more control over the State. It is time to adjust the Constitution to makes things a bit smoother...;;;;;;;;;;;;;x;
turn_into_soc_dem_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_soc_dem_desc;Recent changes in our laws and policies gave more and more control over the State to the people. It is time to adjust the Constitution to cement these changes!;;;;;;;;;;;;;x;
turn_into_soc_cons_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_soc_cons_desc;Recent changes in our laws and policies gave more and more control over the State to the people. It is time to adjust the Constitution to cement these changes!;;;;;;;;;;;;;x;
turn_into_const_mon_title;Writing a Constitution;;;;;;;;;;;;;x;
turn_into_const_mon_desc;Recent changes in our laws and policies gave more and more control over the State to the people. It is time to write a Constitution to cement these changes!;;;;;;;;;;;;;x;
turn_into_rev_gov_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_rev_gov_desc;Recent changes in our laws and policies allow us to get more and more control over the State. It is time to adjust the Constitution to makes things a bit smoother...;;;;;;;;;;;;;x;
turn_into_soc_rep_title;Change in the Constitution;;;;;;;;;;;;;x;
turn_into_soc_rep_desc;Recent changes in our laws and policies allow us to get more and more control over the State. It is time to adjust the Constitution to makes things a bit smoother...;;;;;;;;;;;;;x;
turn_into_empire_title;Increaseing power;;;;;;;;;;;;;x;
turn_into_empire_desc;With the increase of our power, it is time to claim a new, more fitting title!;;;;;;;;;;;;;x;
turn_into_r_w_aut_title;Balance of power;;;;;;;;;;;;;x;
turn_into_r_w_aut_desc;By creating a careful balance of power, we can assure that the people have enough say in the everyday affairs of the State that they don't turn on us, but we still have a guaranteed seat.;;;;;;;;;;;;;x;
ask_to_join_allies_title;Ask to join the Allies;;;;;;;;;;;;;x;
ask_to_join_allies_desc;We are at war with a faction that is already the enemy of the Allies. We should ask to join them!;;;;;;;;;;;;;x;
ask_to_join_allies_USA_title;Ask to join the Allies;;;;;;;;;;;;;x;
ask_to_join_allies_USA_desc;We are at war with a faction that is already the enemy of the Allies. We should ask to join them!;;;;;;;;;;;;;x;
ask_to_join_axis_title;Ask to join the Axis;;;;;;;;;;;;;x;
ask_to_join_axis_desc;We are at war with a faction that is already the enemy of the Axis. We should ask to join them!;;;;;;;;;;;;;x;
ask_to_join_axis_JAP_title;Ask to join the Axis;;;;;;;;;;;;;x;
ask_to_join_axis_JAP_desc;We at war with a faction that is already the enemy of the Axis. We should ask to join them!;;;;;;;;;;;;;x;
ask_to_join_comintern_title;Ask to join the Comintern;;;;;;;;;;;;;x;
ask_to_join_comintern_desc;We are at war with a faction that is already the enemy of the Comintern. We should ask to join them!;;;;;;;;;;;;;x;
intervention_in_china_title;Intervene in China;;;;;;;;;;;;;x;
intervention_in_china_desc;Japan and China are at war in the conflict that will be known as the Second Sino-Japanese War. This war is going to unstabilize the area where we have certain interests. We should at least try to negotiate a peace between the two sides.;;;;;;;;;;;;;x;
peace_in_china_title;Peace negotiations in China;;;;;;;;;;;;;x;
peace_in_china_desc;Japan and China both agreed to return to Status Quo in the Second Sino-Japanese War. The pre-war borders will be restored for the most part, and hostilities are over.;;;;;;;;;;;;;x;
end_of_tannu_tuva_title;The End of Tannu Tuva;La fin de Tannou-Touva;Das Ende von Tannu-Tuwa;;El fin de Tannu Tuva;;;;;;;;;x;
end_of_tannu_tuva_desc;Negotiations with Moscow have reached a satisfactory conclusion and an agreement is on the table for Tannu Tuva to become a Soviet republic.;Les négociations avec Moscou se sont conclues de manière satisfaisante pour tous et l'accord visant à faire de Tannou-Touva une république Soviétique n'a plus qu'à être signé.;Die Verhandlungen mit Moskau über die Umwandlung von Tannu-Tuwa in eine Sowjetrepublik sind zu einem zufrieden stellenden Abschluss gekommen. Das Beitrittsabkommen liegt unterschriftsreif auf dem Tisch.;;Las negociaciones con Moscú han llegado a una conclusión satisfactoria y hay un acuerdo sobre la mesa para que Tannu Tuva se convierta en una república soviética.;;;;;;;;;x;
end_of_the_puppet_regime_title;Freedom!;;;;;;;;;;;;;x;
end_of_the_puppet_regime_desc;We no longer have a master to follow. It would be appropriate to establish our own government form now.;;;;;;;;;;;;;x;
reconstruct_poland_title;Move Poland westwards;;;;;;;;;;;;;x;
reconstruct_poland_desc;With Germany defeated, we can now reclaim our lost lands from Poland. In exchange, they would get lands in Eastern Germany.;;;;;;;;;;;;;x;
operation_wilfred_title;Operation Wilfred;;;;;;;;;;;;;x;
operation_wilfred_desc;Sweden is supplying Germany via the Baltic Sea during the Summer, and via the Norwegian port of Narwik while the Baltic ports are frozen. Unfortunately, the shipping lanes are within Norwegian national seas, making it impossible for us to intercept the ships. The Admirality came up with a plan to mine the Norwegian coasts to force merchants out on inernational waters. This may provoke a German attack on Norway though.;;;;;;;;;;;;;x;
end_german_guarantee_title;End of the German Guarantee;;;;;;;;;;;;;x;
end_german_guarantee_desc;After the war between Germany and Poland started, the German guarantee was effectively void.;;;;;;;;;;;;;x;
new_deal_hpp_title;Continue the New Deal;;;;;;;;;;;;;x;
new_deal_hpp_desc;The New Deal was a series of economic programs implemented in the United States to fight the Great Depression, focusing on what historians call the "3 Rs": relief, recovery and reform.;;;;;;;;;;;;;x;
suspend_new_deal_hpp_title;Suspend the New Deal;;;;;;;;;;;;;x;
suspend_new_deal_hpp_desc;The economic outlook for the United States has improved and we believe the time is now right to suspend the New Deal. We will be able to review this decision after six months.;;;;;;;;;;;;;x;
uk_asks_for_transit_rights_desc;The United Kingdom asks for transit rights through our country. Giving them access would most likely lead to open hostilities between Germany and the United Kingdom because of the Iron Trade between Sweden and Germany, but we can't be sure if they would respect our Neutrality anyway. Should we give in to their demands or stay neutral?;;;;;;;;;;;;;x;
setup_event_title;Setup;;;;;;;;;;;;;x;
setup_event_desc;All the stuff that couldn't be set up properly in the history files is now set via a global event. Thank you for your cooperation! :) By the way, the HPP nation will fire similar maintenance events from time to time. Don't be disturbed by that, please, it's perfectly normal ;);;;;;;;;;;;;;x;
mobilize_for_war_title;Prepare for War!;;;;;;;;;;;;;x;
mobilize_for_war_desc;We might be at war in the near future (if we are not in one already...). We should start seriously mobilizing our economy and populace to meet the requirements of such a possibility;;;;;;;;;;;;;x;
mobilize_reserves_title;Call in the Reserves!;;;;;;;;;;;;;x;
mobilize_reserves_desc;We are at war! We should mobilize our reserves right away!;;;;;;;;;;;;;x;
give_soviet_lands_to_russia_title;Give Soviet lands to Russia;;;;;;;;;;;;;x;
give_soviet_lands_to_russia_desc;With the Soviet Union defeated, we still hold on to some provinces that they owned earlier. With a Russian Puppet State set up, it sounds like a good idea to relinquish those lands to this new puppet, so we no longer need to contend with rebels there.;;;;;;;;;;;;;x;
german_attack_title;Germany is attacking our sphere of influence;;;;;;;;;;;;;x;
german_attack_desc;Germany is attacking our sphere of influence. We can't let them get away with it! We need to defend our borders against fascist agression and expansionism!;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_title;Ultimatum to the Baltic States;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_desc;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States. According to the non-aggression pact signed by Hitler and Stalin the previous year, Soviet would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania. On the 15th of June, an ultimatum was delivered to Lithuania, and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_v2_title;Ultimatum to the Baltic States;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_v2_desc;During the summer of 1940 the Soviet Union began making preparations for a total takeover of the Baltic States. According to the non-aggression pact signed by Hitler and Stalin the previous year, Soviet would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania. On the 15th of June, an ultimatum was delivered to Lithuania, and just a few days later similar terms were presented to Latvia and Estonia.;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_v3_title;Ultimatum to Lithuania;;;;;;;;;;;;;x;
ultimatum_to_the_baltic_states_v3_desc;During the summer of 1940 Germany began making preparations for a total takeover of Lithuania. According to the non-aggression pact signed by Hitler and Stalin the previous year, Soviet would get control over Latvia, Estonia and Finland, while Germany would focus on Danzig and Lithuania. On the 15th of June, an ultimatum was delivered to Lithuania.;;;;;;;;;;;;;x;
peace_in_the_west_title;Peace in the West;;;;;;;;;;;;;x;
peace_in_the_west_desc;With the end of the War in the West, it is time to sort out the remaining territorial inconsistencies.;;;;;;;;;;;;;x;
fall_of_paris_title;The fall of Paris;;;;;;;;;;;;;x;
fall_of_paris_desc;Paris fell, and so will the rest of France soon.;;;;;;;;;;;;;x;
fall_of_oslo_title;The fall of Oslo;;;;;;;;;;;;;x;
fall_of_oslo_desc;Oslo fell, and so will the rest of Norway soon.;;;;;;;;;;;;;x;
fall_of_berlin_title;The fall of Berlin;;;;;;;;;;;;;x;
fall_of_berlin_desc;Berlin fell, and so will the rest of the Reich soon.;;;;;;;;;;;;;x;
fall_of_london_title;The fall of London;;;;;;;;;;;;;x;
fall_of_london_desc;London fell, and so will the rest of the British Empire soon.;;;;;;;;;;;;;x;
fall_of_moscow_title;The fall of Moscow;;;;;;;;;;;;;x;
fall_of_moscow_desc;Moscow fell, and so will the rest of the Soviet Union soon.;;;;;;;;;;;;;x;
fall_of_tokyo_title;The fall of Tokyo;;;;;;;;;;;;;x;
fall_of_tokyo_desc;Tokyo fell, and so will the rest of the Empire of Japan soon.;;;;;;;;;;;;;x;
fall_of_rome_title;The fall of Rome;;;;;;;;;;;;;x;
fall_of_rome_desc;Rome fell, and so will the rest of the Kingdom of Italy soon.;;;;;;;;;;;;;x;
fall_of_washington_title;The fall of Washington;;;;;;;;;;;;;x;
